,product,Name,Stars,Title,Date,Verification,Description
1940,Motul C2 Chain Lube for All Bikes (150 ml),Vivek kumar,3.0,Average material.,22 March 2024,Verified Purchase,Budget friendly product.
1941,Motul C2 Chain Lube for All Bikes (150 ml),Hasmukhbhai Gondalia,5.0,Comfortable and Good Quality,1 April 2024,Verified Purchase,Initially it felt like a smaller size but completely wearing it fit perfectly. The strap is completely stretchable and helpful for various sizes. The quality is good and worth of buying at this rate.
1942,Motul C2 Chain Lube for All Bikes (150 ml),Placeholder,4.0,Good quality,8 March 2024,Verified Purchase,
1943,Motul C2 Chain Lube for All Bikes (150 ml),Om Mahale,5.0,Nice Product,2 April 2024,Verified Purchase,Great worth buying it using it from last 6-7 months working absolutely great for me..!
1944,Motul C2 Chain Lube for All Bikes (150 ml),Yamini sharma,5.0,Great Quality for the price.,3 April 2024,Verified Purchase,"Good material, good Velcro and comfortable fit."
1945,Motul C2 Chain Lube for All Bikes (150 ml),lohit,4.0,Good,17 March 2024,Verified Purchase,Good
1946,Motul C2 Chain Lube for All Bikes (150 ml),Ramnaresh Jakhar,4.0,Good,30 January 2024,Verified Purchase,Good for gym workout helps to prevent wrist injuries and good for lifting weights.Just one thing that it had thick sole that could be sometimes a bit irritating in lifting weights cz grip strength decreases
1947,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Nice product.  Worth for money,5.0,It is good product,2 April 2024,Verified Purchase,Product is good and worth for money and the quality is also good
1948,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Samiha Khatoon,4.0,V good quality in this price range,22 September 2023,Verified Purchase,"Pros: the design, quality and price are v attractive. It's easy to assemble and ready to use. The foldable quality makes it convenient to store and easy to carry anywhere. Overall a v good product with reasonable pricing.Cons:1. the wheels make a lot of noise. Can work on making it a little smoother.2. Going straight is easy. Changing direction - left, right, curve, zig zag  - is difficult. For this, the wheels should also change direction as per the handle.Hope it helps."
1949,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Raju Kadlimatti,5.0,Quality and design and size,11 March 2024,Verified Purchase,"Perfect for my 2.5 year old sonBest quality, design, and size"
1950,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Priya,5.0,The quality is excellent.go to gift for ur loved one,28 March 2024,Verified Purchase,I gifted my nephew and he loved it .
1951,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",A.KUMAR,1.0,"Poor quality, don't honour warranty",31 March 2024,Verified Purchase,Don't buy this product.very poor quality and they don't honour warranty.Total waste of money.product got faulty within 2 months of use.
1952,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Amazon Customer,3.0,Ok Product,3 February 2024,Verified Purchase,The scooter quality is good. But  doesn't have Anti-skid wheels so scooter skids alot and kid is not able to balance. Please search Anti-skid scooter.
1953,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Build Quality is good in this price range and it is suitable of child age in between 3 to 5 year,4.0,Good product,31 March 2024,Verified Purchase,Build Quality is good
1954,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Ramanan Shanmugam,5.0,"Awesome kick scooter, must buy",26 February 2024,Verified Purchase,Definitely your kids will love it. Very strong.
1955,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Sahana M.V,4.0,Good product,13 March 2024,Verified Purchase,Go for it
1956,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeves for Boys & Girls Sun Protection Sleeves for Men Arm Sleeves for Women for Running, Hand Cover Arm Sleeves for Bike Riding - 1 Pair",Saikrishna M,4.0,Nice Product,4 April 2024,Verified Purchase,"The media could not be loaded.
                



Nice product"
1957,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Kartik,5.0,"Versatile, Durable, and Stylish",13 February 2024,Verified Purchase,"I ordered a black coloured yoga mat. It is versatile and durable. Its thick padding provides excellent support and cushioning during exercises. The add on strap feature makes it easy to carry it anywhere. Overall, the mat offers great value for its quality and performance, making it a solid choice for anyone looking for a reliable yoga mat in such price range."
1958,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,DEBOLINA DUTTA,4.0,Good product,16 February 2024,Verified Purchase,At this price nice yoga mat. Good value for money.
1959,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Rincy Dbritto,5.0,Good Quality,13 March 2024,Verified Purchase,"""I  purchased this yoga mat and I'm very pleased with it. The material is high quality and provides excellent grip during my practice. The thickness is perfect, providing enough cushioning without being too bulky. It's also easy to clean and has held up well so far. Overall, I highly recommend this mat!"""
1960,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Kartik Ravi,3.0,Cost worthy,24 January 2024,Verified Purchase,Good for yoga  quality is normal but the producer should also give cover with it so that we can fold it and roll it after use without getting dust
1961,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Ankita,1.0,Slides a lot,19 February 2024,Verified Purchase,"The yoga mat is not able to hold a grip on the surface so it slips when doing standing exercises. The top surface also slips when placing hands on the mat, if the hands are sweaty it slips and if the hands are too dry, it slips then too. It's not even that thick, there it's not soft snd cushiony. Would not recommend this to anyone."
1962,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Bittu Singh,5.0,Smooth and light weight mat,5 December 2023,Verified Purchase,"I am very happy with this non-slip yoga mat. It is thick enough to provide cushioning and support. The mat seems to be very durable as well as light weight that helps me to carry easily. It is a high-quality mat that has met all of my needs. I would also recommend this mat for kids, as it is a good size for them and it is not too thick."
1963,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Shashank,4.0,Comfort,6 March 2024,Verified Purchase,Nice and Comfy
1964,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Vikas Gupta,5.0,Yoga mat,21 March 2024,Verified Purchase,Easy to carry and fold. Very light weight and soak the moisture very quickly.
1965,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Darkbucther,4.0,Go for it,3 April 2024,Verified Purchase,This is good for yoga
1966,Eliane Goggle Mask Anti Scratch UV Protective Face & Eyewear Windproof Dirt Shield with Soft Foam Padded Detachable Mouth Filter for Cycling Bike Off Road Racing Ride Unisex,Pranav A  Naik,4.0,Good product at this price,25 February 2024,Verified Purchase,Little more width of the mat would have made it best in the category
1967,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",loganathan,5.0,Resistance band,3 March 2024,Verified Purchase,It is very useful and the material quality  is good
1968,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Ifthquar,4.0,Awesome,24 October 2023,Verified Purchase,"I bought the bold fit resistance tube for gym workout a few weeks ago and I am very happy with my purchase. The tube is made of high-quality latex material that is durable and elastic. It offers different levels of resistance that suit my needs and goals. I can use it for various exercises such as stretching, toning, strengthening, and more.I would highly recommend the bold fit resistance tube for gym workout to anyone who wants to improve their fitness and health. It is a value-for-money product that delivers what it promises. It is one of the best fitness accessories that I have ever used."
1969,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Chintan Patel,5.0,Quality,1 April 2024,Verified Purchase,Good product
1970,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Nabamita.,3.0,Not good quality,16 March 2024,Verified Purchase,"Within a month, one end of the strap tore off from the handle while using it. Advisable not to buy this particular band."
1971,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Amit C.,1.0,Don’t buy…waste of money and not returnable,19 March 2024,Verified Purchase,Horrible don’t buy the product has no elasticity…a complete waste of money
1972,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Sourav Jyoti Saikia,5.0,Useful,31 March 2024,Verified Purchase,good quality product and reliable product
1973,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Amazon Customer,4.0,Good product for home workouts,4 July 2023,Verified Purchase,"I have been using these resistance bands for months and I like it.. I am fitness coach, so I knew how to use it properly.. Mostly I use it unilateral exercises.. Cannot use it for high intensity workouts.. Good for beginners and intermediate level.. Also, you can't use it roughly, as it's elastic..You can use these resistance bands for Workouts at home and easy to carry along while travelling for ppl who doesn't want to miss their workouts.. I would recommend this product.. Just that, one should know how to use it carefully as it's elastic..* Product quality is good *"
1974,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Tarik,5.0,Value for money,19 March 2024,Verified Purchase,Durable product.
1975,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Aayush,4.0,Nice product,4 April 2024,Verified Purchase,Worth the price
1976,"CamPure Camphor Insta Cone (Original) (Pack of 3) - Room, Car and Air Freshener & Mosquito Repellent,?150 gram",Er.Vicky,4.0,Good product,16 March 2024,Verified Purchase,Cost worthy
1977,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",Amazon Customer,5.0,Good value for money,26 February 2024,Verified Purchase,A nice and decent product. Has some form and vibrant in colour. It is portable and wide enough. Fits for light use.
1978,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",Shanu D.,4.0,Colour dispute,31 March 2024,Verified Purchase,Product is good but why you guise send product in different colour..same issue I faced earlier also with Amazon.. That is the reason I am giving four stars
1979,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",priyadarsini,3.0,Not good enough,27 June 2023,Verified Purchase,Ok ok
1980,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",Amazon Customer,1.0,"No grip, keeps slipping",9 March 2024,Verified Purchase,"The mat is like a sheet, it’s super thin and even if you get a little sweaty there’s no grip. When you are doing surya namaskar, it keeps moving away and slipping under your feet. Not worth it, go for another brand."
1981,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",Rahul Nelson,5.0,Good Product,14 March 2024,Verified Purchase,Good product in this price!
1982,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",Gud product nice color,5.0,Super,26 March 2024,Verified Purchase,Gud product nice color
1983,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",Alpana,2.0,Waste of money,14 March 2024,Verified Purchase,"Even though this mat claims to be non slippable,but  it's keeps on getting slipped while doing simple yoga ."
1984,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",M S International,4.0,Nice Product,30 March 2024,Verified Purchase,Very Nice product
1985,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",ssa,4.0,Good for beginners,25 March 2024,Verified Purchase,Lean to moderate built individuals - good choiceHeavy built people may require a thicker model
1986,"SHEEBA All in One Multipurpose Liquid Polish for Car, Motorbike, Scooter, Household, Office Care | High Gloss | Easy Application | For Interior & Exterior Surfaces -500mL with Applicator Pad.",Keerthana,4.0,Good.,15 March 2024,Verified Purchase,"Product is good, I found no odour. Im happy with it."
1987,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",Nirmala angel,5.0,Comfort fabric,30 March 2024,Verified Purchase,Good product 🙂 super soft for children 😍
1988,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",SanjayKumar,4.0,"Very nice, my kid loves it.",27 February 2024,Verified Purchase,"Very nice, my kid loves it."
1989,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",Ayush,5.0,"Review after using a month, price worth, must buy",2 April 2024,Verified Purchase,"Good product, you can wash, you can use roughly.. Big size also."
1990,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",Raju,5.0,Good product,29 March 2024,Verified Purchase,A very good buy for kids below 2 years. You can give them as birthday gift. Quality definitely looks premium and you won't regret it.
1991,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",Arbaz Chaudhary,5.0,Value for money product,24 March 2024,Verified Purchase,good quality fabric used also softness is maintained
1992,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",Pradip Kumar Pal,3.0,Very loose filling and shorter in size.,3 March 2024,Verified Purchase,"Size of the elephant is smaller than the previous one purchased on 19th February, 2024 & inside fibre filled is lesser than the previous one."
1993,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",Mazhar imam,4.0,ITS ALL GOOD NOTHING TO KNOW,3 April 2024,Verified Purchase,ITS GOOD MY BABY ENJOYING WITH THIS
1994,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",Archit Awasthi,5.0,Fun sized and comfortable for kids,1 April 2024,Verified Purchase,Can be used as a pillow for kids.
1995,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",Ankur kaushal,4.0,Very 👌,19 March 2024,Verified Purchase,Fab
1996,"Detachi Car Tissue Holder, Sun Visor Napkin Holder, Car Visor Tissue Holder, Tissue Holder for Car (Beige)",GEETHA G,4.0,Nice,4 March 2024,Verified Purchase,Useful
1997,Allen Solly Men's Regular Fit Polo,Jyoti Pareek,5.0,"Super duper cute, when it works my son start watching",2 April 2024,Verified Purchase,"Good product loved the working of it, but should have good capacity as it sinks in small time."
1998,Allen Solly Men's Regular Fit Polo,Prathmesh,4.0,Good product,9 February 2024,Verified Purchase,Good quality but high prices
1999,Allen Solly Men's Regular Fit Polo,manish,5.0,Faulty product,4 March 2024,Verified Purchase,It is not working. It is not swime.
2000,Allen Solly Men's Regular Fit Polo,Neha shah,3.0,Average product,17 December 2023,Verified Purchase,It's shape is really cute..but doesn't work that well in water.
2001,Allen Solly Men's Regular Fit Polo,Amazon Customer,1.0,Rubish product,30 January 2024,Verified Purchase,"The hands of the turtle does not move at all , forget about swimming in water. The manufacturer already knows that it's defective. So the have kept a note inside the packet saying if the turtle hands don't move then move it manually. I trusted Amazon and did not check the product before 26th. Now I can't even use it neither I can return it. I have bought a winding frog also which does not have any note and it works. Which means inspite of knowing that the turtle is defective they are selling it."
2002,Allen Solly Men's Regular Fit Polo,Hema Saini,5.0,Super cute,26 February 2024,Verified Purchase,"The media could not be loaded.
                



We all love these cuties so much. So much fun. Made of good quality plastic. Looks so beautiful"
2003,Allen Solly Men's Regular Fit Polo,Vijaykumar,4.0,Quality,27 March 2024,Verified Purchase,The product quality and build quality is good. I didn't believe I got working product.
2004,Allen Solly Men's Regular Fit Polo,Kumareshwaran,5.0,Makes your child happy !!!,21 February 2024,Verified Purchase,"The first time I received the product it was not working at all, hence I returned it and got an amazing replacement one, the moment I opened it and checked its legs spinning I knew it is going to work, I rolled the key and put the turtle on water and it started to swim. My princess daughter was so happy to see the turtle swimming, she played with it for more than half an hour and it made me so happy as I felt like a proud father seeing happiness in my daughter by buying this affordable toy.Thanks Amazon India."
2005,Allen Solly Men's Regular Fit Polo,Shalu tyagi,4.0,Nice,26 March 2024,Verified Purchase,Nice toys for bath time. Special thanks to amazon for great delivery and replacement on time.
2006,Allen Solly Men's Regular Fit Polo,pankaj kumar,4.0,Good product,28 March 2024,Verified Purchase,Good product
2007,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,Manoj kumar sv,5.0,Absolutely good and Usefull spend. Loving it.,12 March 2024,Verified Purchase,"The ride on very good as described, very sturdy, very very smooth in movement. It just glides on indoor tiles without much noise. My 1year old and 4 year old are comfortably sitting and riding on it together.Only the instruction manual needs some improvement. It leaves fitting some parts to our guess, especially the the steering wheel needs battery, there is no mention about it in the instruction sheet, we will have to discover and put batteries before assembling. Other than that this more than worth for the price paid"
2008,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,neeraj Agnihotri,4.0,Endless Joy and Playfulness - Toyzone Magic Car Brings Delight to My Child!,31 August 2023,Verified Purchase,"I recently purchased the Toyzone Magic Car Swing Car for my child, and I am overjoyed to share that it has brought an immense amount of happiness and excitement into our home. This incredible toy has not only captured my child's imagination but has also proven to be a source of endless fun and playfulness.From the moment we introduced the Toyzone Magic Car to my child, their eyes lit up with wonder. The concept of a car that moves with a simple twist of the steering wheel has sparked their imagination and creativity. It's heartwarming to see how much joy this toy has brought to their playtime.The design and construction of the Magic Car are remarkable. The sturdy build ensures safety during play, while the smooth wheels and easy maneuverability add to the overall enjoyment. I appreciate the attention to detail in the design, as it replicates the feel of a real car, making it even more appealing to young minds.One of the standout features of this toy is its ability to engage my child's gross motor skills and coordination. The act of swaying the steering wheel to propel the car forward not only entertains but also aids in the development of important physical skills. It's wonderful to see how seamlessly play and learning are intertwined with this toy.As a parent, I value toys that provide entertainment while also offering some educational value. The Toyzone Magic Car achieves this balance beautifully. It encourages imaginative play, helps improve balance and coordination, and fosters a sense of independence as my child enjoys exploring their surroundings on their own.Furthermore, the Magic Car's durability has pleasantly surprised me. Even with hours of play, it has shown no signs of wear and tear. This reassures me that this toy will continue to be a cherished companion in my child's playtime adventures for a long time."
2009,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,PRASHANTH YADAV,5.0,good product,4 April 2024,Verified Purchase,very easy to assembled
2010,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,kerul,4.0,Rk,3 April 2024,Verified Purchase,Product is good .
2011,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,Ganesh,3.0,Package and pickup not matchable with Flipkart,28 November 2023,Verified Purchase,"This is no issue with quality of product, it's very nice, ordering after seen product with my friend,But package was like just put magic car acessories in a cartoon and parcel it, as aspected cartoon was not in good condition, also some part fell down in transit,Now, I requested for pickup and replacement , let's see how many days they take in this process, already 4 days passed, no intimation before pickup till date.Very poor user freindly service by Amazon.However, 90% times I use Flipkart."
2012,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,Parveensyed,5.0,Best toy,19 March 2024,Verified Purchase,Best toy car which distracts my baby and made with such a good quality that can even carry the weight of adults
2013,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,Nithin,5.0,Quality product,31 March 2024,Verified Purchase,Good product
2014,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,Amazon Customer,3.0,"Product accessories is damaged, plz check before sent",24 January 2024,Verified Purchase,"White glass in the steering is damaged and broken, that's why requested for replacement... otherwise product is good...I ordered this for my son's birthday, I don't want to gift damaged one.."
2015,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,Mahesh Krishna,4.0,Bulid quality good,28 March 2024,Verified Purchase,Bulid quality super
2016,Lux Cozi Men's Regular Fit Polo Neck Half Sleeve Solid Casual T-Shirt | Polo T-Shirt for Men,Mitali,4.0,Worth for every penny 😇,9 March 2024,Verified Purchase,Amazing 🤩 car. My kid is just 15 months old but he just enjoys the car ride.Loved the product at this cost .
2017,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Milton,5.0,Great,11 November 2023,Verified Purchase,"DESIGN OF THE CARS: 4 pieces of Superheroes set Avengers theme 1:64 die casting cars set. . Different styles of avengers superheroes for your little one to play and collect. treat the kids to hours of fun with this super fun Avenger Series Superhero Kids Metal Cars playset.PERFECT GIFT FOR BOYS AND GIRLS: It is a perfect and appropriate gift, especially for birthday, Christmas,Diwali,Children’s day, Summer Holidays or a reward for doing great in school. This diecast metal car set makes a great present. It’s also a guaranteed hit when gifted as a carnival prize and an unforgettable party favor whenever you decide to go all out.MATERIAL OF THE CARS: PREMIUM QUAILTY The die casting metal cars set are made of high quality Zinc Alloy, but wheels are made of ABS plastic which is more sturdy and durable, lightweight and healthy to play with. Eco friendly and safe with kids. Non-BPA and lead-free. Child safety and non-toxic.REAL FUNCTION: Push and go, let go, and watch it rolling. It can be used in almost all racing track sets..There are no sharp edges or corners that can hurt your child. Bright and colorful. Friction powered, No battery needed. The smooth wheels can keep the car running for a long time. The extremely easy operation of these Small metal cars make your kids happy.QUALITY OF THE CARS: ENDLESS FUN We pride ourselves in creating Mini Metal car that last. These cars are die-casting just like the toys of old to give them impressive durability. Get the best bang for your buck with a kids’ superhero Race cars for boys and Girls designed to withstand enthusiastic play. Ideal for the kids aged 3+.Surely they will get endless fun.COLLECTING FAVOURITE CARS: Kids are enjoy to collecting their favorite superheroes character theme based cars. Avenger Metal Car is most popular cars. Our Cool Friction-Powered Model Cars Toy Collection Vehicles Set of 4 toy cars in total: All Superheroes Avengers Characters includes, Ironman, spiderman, Black panther, Captain America with this pack. Kids can collect their favorites and trade with friends"
2018,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Raks,4.0,Best quality,2 April 2024,Verified Purchase,I bought it for my 4 year old. He threw and play sometime but it is still same. It does not broke yet. We bought it more than 7 months from now.
2019,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Kanoi Foundation,5.0,Very poor quality - not fit for kids,14 January 2024,Verified Purchase,"The media could not be loaded.
                



This product is of very poor quality and its not fit for use by kids. There us no return policy too except for replacement. Total waste of money"
2020,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Diptanshu Minim,3.0,Poor Quality,21 September 2023,Verified Purchase,Very bad qualityThe wheels on macqueen are not as shownSince im a collector in hand experience is bad.Although it looks good on the shelf.All thr decals and eyes are pasted papers.It is very nice if seen from  far(Don't pay more than Rs 400)
2021,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Amazon Customer,5.0,Good quality and value for money,2 March 2024,Verified Purchase,Toys are good and value for money. Kids can play well
2022,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Raj,1.0,Quality is NOT good. Its Cheap.,2 February 2024,Verified Purchase,"Well, I ordered it thinking of it Zig Wheels. But its cheap in terms of quality. Additional accessories comes off within minutes of opening the box and overall plastic/metal/wheel is also bad. Finishing is Not good too. Cashback option is there to intimidate 5 star review."
2023,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Sandeep jaiswal,4.0,Gud product 👌,4 February 2024,Verified Purchase,Product quality is gud 👍 value of money 💰
2024,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),mommyandhersonshine,5.0,Excellent,22 February 2024,Verified Purchase,An avengers fan will love this set of cars. My kiddo was super happy to see this. Quality is good and worth the money.
2025,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Manikanta,4.0,Very good,4 April 2024,Verified Purchase,Design quality not much good
2026,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-01-04),Lallal laaa,4.0,Some parts are not metal.,19 March 2024,Verified Purchase,Not fully die-cast metal. There are plastic parts.
2027,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),Bilal Ahmed,5.0,Nice product,13 March 2024,Verified Purchase,Bought this to play with my kid. Fun game and engaging. Also price is also kept good
2028,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),S. Raut,4.0,Ball should be tied to pipe or else it will be lost,25 March 2024,Verified Purchase,Product may improve if there is loose thin thread to keep the ball connected. It is easily lost otherwise.It is a good old little cheap toy.
2029,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),Sam,5.0,Good,28 March 2024,Verified Purchase,Nice toy.
2030,Jockey 1406 Women's High Coverage Super Combed Cotton Mid Waist Hipster with Concealed Waistband and StayFresh Treatment (Pack of 3_Colors & Prints May Vary),idhrish,3.0,Good,20 December 2023,Verified Purchase,I bought this for my 18 month baby.. I don't suit him.. but its fun playing for big kids
